subj,graphid,tp,q,pt
110,Q4 A,0,Q4,A
110,Q4 B,0,Q4,B
110,Q5 A,0,Q5,A
110,Q5 B,1,Q5,B
110,Q5 C,1,Q5,C
110,Q5 D,0,Q5,D
110,Q6 A,0,Q6,A
110,Q6 B,1,Q6,B
110,Q6 C,1,Q6,C
110,Q7 A,1,Q7,A
110,Q7 B,0,Q7,B
110,Q8 A,0,Q8,A
110,Q8 B,1,Q8,B
110,Q9 A,0,Q9,A
110,Q10 A,0,Q10,A
110,Q10 B,1,Q10,B
110,Q10 C,0,Q10,C
110,Q10 D,1,Q10,D
110,Q11 A,1,Q11,A
110,Q11 B,0,Q11,B
110,Q11 C,0,Q11,C
110,Q11 D,0,Q11,D
110,Q12 A,1,Q12,A
110,Q13 A,0,Q13,A
111,Q2 A,0,Q2,A
111,Q2 B,0,Q2,B
111,Q2 C,1,Q2,C
111,Q3 A,1,Q3,A
111,Q3 B,0,Q3,B
111,Q3 C,0,Q3,C
111,Q3 D,0,Q3,D
111,Q3 E,0,Q3,E
111,Q4 A,0,Q4,A
111,Q4 B,0,Q4,B
111,Q5 A,0,Q5,A
111,Q5 B,0,Q5,B
111,Q5 C,1,Q5,C
111,Q5 D,0,Q5,D
111,Q6 A,0,Q6,A
111,Q6 B,0,Q6,B
111,Q6 C,1,Q6,C
111,Q7 A,1,Q7,A
111,Q7 B,0,Q7,B
111,Q8 A,0,Q8,A
111,Q8 B,1,Q8,B
111,Q9 A,1,Q9,A
111,Q10 A,1,Q10,A
111,Q10 B,0,Q10,B
111,Q10 C,0,Q10,C
111,Q10 D,0,Q10,D
111,Q11 A,0,Q11,A
111,Q11 B,0,Q11,B
111,Q11 C,0,Q11,C
111,Q11 D,0,Q11,D
111,Q12 A,1,Q12,A
111,Q13 A,1,Q13,A
112,Q2 A,0,Q2,A
112,Q2 B,1,Q2,B
112,Q2 C,0,Q2,C
112,Q3 A,1,Q3,A
112,Q3 B,0,Q3,B
112,Q3 C,0,Q3,C
112,Q3 D,1,Q3,D
112,Q3 E,0,Q3,E
112,Q4 A,1,Q4,A
112,Q4 B,1,Q4,B
112,Q5 A,0,Q5,A
112,Q5 B,1,Q5,B
112,Q5 C,1,Q5,C
112,Q5 D,1,Q5,D
112,Q6 A,1,Q6,A
112,Q6 B,1,Q6,B
112,Q6 C,0,Q6,C
112,Q7 A,1,Q7,A
112,Q7 B,0,Q7,B
112,Q8 A,1,Q8,A
112,Q8 B,0,Q8,B
112,Q9 A,1,Q9,A
112,Q10 A,1,Q10,A
112,Q10 B,1,Q10,B
112,Q10 C,0,Q10,C
112,Q10 D,1,Q10,D
112,Q11 A,1,Q11,A
112,Q11 B,0,Q11,B
112,Q11 C,1,Q11,C
112,Q11 D,1,Q11,D
112,Q12 A,1,Q12,A
112,Q13 A,1,Q13,A
113,Q2 A,0,Q2,A
113,Q2 B,1,Q2,B
113,Q2 C,0,Q2,C
113,Q3 A,1,Q3,A
113,Q3 B,1,Q3,B
113,Q3 C,1,Q3,C
113,Q3 D,1,Q3,D
113,Q3 E,1,Q3,E
113,Q4 A,0,Q4,A
113,Q4 B,0,Q4,B
113,Q5 A,0,Q5,A
113,Q5 B,1,Q5,B
113,Q5 C,1,Q5,C
113,Q5 D,1,Q5,D
113,Q6 A,1,Q6,A
113,Q6 B,1,Q6,B
113,Q6 C,0,Q6,C
113,Q7 A,1,Q7,A
113,Q7 B,0,Q7,B
113,Q8 A,1,Q8,A
113,Q8 B,0,Q8,B
113,Q9 A,0,Q9,A
113,Q10 A,0,Q10,A
113,Q10 B,1,Q10,B
113,Q10 C,1,Q10,C
113,Q10 D,1,Q10,D
113,Q11 A,1,Q11,A
113,Q11 B,0,Q11,B
113,Q11 C,1,Q11,C
113,Q11 D,1,Q11,D
113,Q12 A,0,Q12,A
113,Q13 A,1,Q13,A
114,Q2 A,1,Q2,A
114,Q2 B,1,Q2,B
114,Q2 C,0,Q2,C
114,Q3 A,1,Q3,A
114,Q3 B,1,Q3,B
114,Q3 C,1,Q3,C
114,Q3 D,1,Q3,D
114,Q3 E,1,Q3,E
114,Q4 A,1,Q4,A
114,Q4 B,1,Q4,B
114,Q5 A,1,Q5,A
114,Q5 B,1,Q5,B
114,Q5 C,1,Q5,C
114,Q5 D,1,Q5,D
114,Q6 A,1,Q6,A
114,Q6 B,1,Q6,B
114,Q6 C,0,Q6,C
114,Q7 A,1,Q7,A
114,Q7 B,1,Q7,B
114,Q8 A,1,Q8,A
114,Q8 B,0,Q8,B
114,Q9 A,0,Q9,A
114,Q10 A,1,Q10,A
114,Q10 B,1,Q10,B
114,Q10 C,1,Q10,C
114,Q10 D,1,Q10,D
114,Q11 A,1,Q11,A
114,Q11 B,1,Q11,B
114,Q11 C,1,Q11,C
114,Q11 D,1,Q11,D
114,Q12 A,0,Q12,A
114,Q13 A,1,Q13,A
115,Q2 A,1,Q2,A
115,Q2 B,1,Q2,B
115,Q2 C,1,Q2,C
115,Q3 A,1,Q3,A
115,Q3 B,1,Q3,B
115,Q3 C,1,Q3,C
115,Q3 D,1,Q3,D
115,Q3 E,1,Q3,E
115,Q4 A,1,Q4,A
115,Q4 B,1,Q4,B
115,Q5 A,1,Q5,A
115,Q5 B,1,Q5,B
115,Q5 C,1,Q5,C
115,Q5 D,1,Q5,D
115,Q6 A,1,Q6,A
115,Q6 B,1,Q6,B
115,Q6 C,1,Q6,C
115,Q7 A,1,Q7,A
115,Q7 B,0,Q7,B
115,Q8 A,1,Q8,A
115,Q8 B,1,Q8,B
115,Q9 A,0,Q9,A
115,Q10 A,1,Q10,A
115,Q10 B,1,Q10,B
115,Q10 C,1,Q10,C
115,Q10 D,1,Q10,D
115,Q11 A,1,Q11,A
115,Q11 B,0,Q11,B
115,Q11 C,1,Q11,C
115,Q11 D,0,Q11,D
115,Q12 A,1,Q12,A
115,Q13 A,1,Q13,A
116,Q2 A,1,Q2,A
116,Q2 B,1,Q2,B
116,Q2 C,0,Q2,C
116,Q3 A,1,Q3,A
116,Q3 B,0,Q3,B
116,Q3 C,0,Q3,C
116,Q3 D,0,Q3,D
116,Q3 E,1,Q3,E
116,Q4 A,0,Q4,A
116,Q4 B,0,Q4,B
116,Q5 A,1,Q5,A
116,Q5 B,0,Q5,B
116,Q5 C,1,Q5,C
116,Q5 D,0,Q5,D
116,Q6 A,1,Q6,A
116,Q6 B,0,Q6,B
116,Q6 C,0,Q6,C
116,Q7 A,1,Q7,A
116,Q7 B,0,Q7,B
116,Q8 A,1,Q8,A
116,Q8 B,0,Q8,B
116,Q9 A,1,Q9,A
116,Q10 A,1,Q10,A
116,Q10 B,0,Q10,B
116,Q10 C,1,Q10,C
116,Q10 D,0,Q10,D
116,Q11 A,0,Q11,A
116,Q11 B,0,Q11,B
116,Q11 C,0,Q11,C
116,Q11 D,0,Q11,D
116,Q12 A,0,Q12,A
116,Q13 A,1,Q13,A
117,Q2 A,0,Q2,A
117,Q2 B,0,Q2,B
117,Q2 C,1,Q2,C
117,Q3 A,1,Q3,A
117,Q3 B,0,Q3,B
117,Q3 C,1,Q3,C
117,Q3 D,1,Q3,D
117,Q3 E,0,Q3,E
117,Q4 A,1,Q4,A
117,Q4 B,1,Q4,B
117,Q5 A,0,Q5,A
117,Q5 B,0,Q5,B
117,Q5 C,1,Q5,C
117,Q5 D,0,Q5,D
117,Q6 A,1,Q6,A
117,Q6 B,0,Q6,B
117,Q6 C,0,Q6,C
117,Q7 A,1,Q7,A
117,Q7 B,0,Q7,B
117,Q8 A,1,Q8,A
117,Q8 B,0,Q8,B
117,Q9 A,0,Q9,A
117,Q10 A,0,Q10,A
117,Q10 B,1,Q10,B
117,Q10 C,0,Q10,C
117,Q10 D,1,Q10,D
117,Q11 A,1,Q11,A
117,Q11 B,1,Q11,B
117,Q11 C,1,Q11,C
117,Q11 D,1,Q11,D
117,Q12 A,0,Q12,A
117,Q13 A,0,Q13,A
118,Q2 A,0,Q2,A
118,Q2 B,1,Q2,B
118,Q2 C,0,Q2,C
118,Q3 A,0,Q3,A
118,Q3 B,0,Q3,B
118,Q3 C,0,Q3,C
118,Q3 D,1,Q3,D
118,Q3 E,0,Q3,E
118,Q4 A,0,Q4,A
118,Q4 B,1,Q4,B
118,Q5 A,0,Q5,A
118,Q5 B,0,Q5,B
118,Q5 C,1,Q5,C
118,Q5 D,0,Q5,D
118,Q6 A,0,Q6,A
118,Q6 B,1,Q6,B
118,Q6 C,0,Q6,C
118,Q7 A,0,Q7,A
118,Q7 B,1,Q7,B
118,Q8 A,1,Q8,A
118,Q8 B,1,Q8,B
118,Q9 A,1,Q9,A
118,Q10 A,1,Q10,A
118,Q10 B,0,Q10,B
118,Q10 C,1,Q10,C
118,Q10 D,0,Q10,D
118,Q11 A,0,Q11,A
118,Q11 B,0,Q11,B
118,Q11 C,0,Q11,C
118,Q11 D,0,Q11,D
118,Q12 A,1,Q12,A
118,Q13 A,1,Q13,A
119,Q2 A,1,Q2,A
119,Q2 B,0,Q2,B
119,Q2 C,0,Q2,C
119,Q3 A,0,Q3,A
119,Q3 B,0,Q3,B
119,Q3 C,0,Q3,C
119,Q3 D,0,Q3,D
119,Q3 E,1,Q3,E
119,Q4 A,0,Q4,A
119,Q4 B,0,Q4,B
119,Q5 A,0,Q5,A
119,Q5 B,0,Q5,B
119,Q5 C,1,Q5,C
119,Q5 D,0,Q5,D
119,Q6 A,1,Q6,A
119,Q6 B,0,Q6,B
119,Q6 C,0,Q6,C
119,Q7 A,0,Q7,A
119,Q7 B,0,Q7,B
119,Q8 A,1,Q8,A
119,Q8 B,0,Q8,B
119,Q9 A,0,Q9,A
119,Q10 A,0,Q10,A
119,Q10 B,0,Q10,B
119,Q10 C,0,Q10,C
119,Q10 D,0,Q10,D
119,Q11 A,0,Q11,A
119,Q11 B,0,Q11,B
119,Q11 C,0,Q11,C
119,Q11 D,0,Q11,D
119,Q12 A,0,Q12,A
119,Q13 A,1,Q13,A
120,Q2 A,1,Q2,A
120,Q2 B,1,Q2,B
120,Q2 C,0,Q2,C
120,Q3 A,1,Q3,A
120,Q3 B,1,Q3,B
120,Q3 C,1,Q3,C
120,Q3 D,1,Q3,D
120,Q3 E,1,Q3,E
120,Q4 A,1,Q4,A
120,Q4 B,1,Q4,B
120,Q5 A,1,Q5,A
120,Q5 B,1,Q5,B
120,Q5 C,1,Q5,C
120,Q5 D,1,Q5,D
120,Q6 A,1,Q6,A
120,Q6 B,1,Q6,B
120,Q6 C,1,Q6,C
120,Q7 A,1,Q7,A
120,Q7 B,1,Q7,B
120,Q8 A,1,Q8,A
120,Q8 B,1,Q8,B
120,Q9 A,1,Q9,A
120,Q10 A,1,Q10,A
120,Q10 B,1,Q10,B
120,Q10 C,1,Q10,C
120,Q10 D,1,Q10,D
120,Q11 A,1,Q11,A
120,Q11 B,1,Q11,B
120,Q11 C,1,Q11,C
120,Q11 D,1,Q11,D
120,Q12 A,0,Q12,A
120,Q13 A,1,Q13,A
121,Q2 A,0,Q2,A
121,Q2 B,1,Q2,B
121,Q2 C,0,Q2,C
121,Q3 A,0,Q3,A
121,Q3 B,1,Q3,B
121,Q3 C,1,Q3,C
121,Q3 D,1,Q3,D
121,Q3 E,0,Q3,E
121,Q4 A,1,Q4,A
121,Q4 B,1,Q4,B
121,Q5 A,0,Q5,A
121,Q5 B,1,Q5,B
121,Q5 C,0,Q5,C
121,Q5 D,1,Q5,D
121,Q6 A,0,Q6,A
121,Q6 B,1,Q6,B
121,Q6 C,0,Q6,C
121,Q7 A,0,Q7,A
121,Q7 B,0,Q7,B
121,Q8 A,0,Q8,A
121,Q8 B,0,Q8,B
121,Q9 A,0,Q9,A
121,Q10 A,0,Q10,A
121,Q10 B,1,Q10,B
121,Q10 C,1,Q10,C
121,Q10 D,0,Q10,D
121,Q11 A,1,Q11,A
121,Q11 B,0,Q11,B
121,Q11 C,1,Q11,C
121,Q11 D,1,Q11,D
121,Q12 A,0,Q12,A
121,Q13 A,0,Q13,A
122,Q2 A,0,Q2,A
122,Q2 B,0,Q2,B
122,Q2 C,1,Q2,C
122,Q3 A,1,Q3,A
122,Q3 B,0,Q3,B
122,Q3 C,0,Q3,C
122,Q3 D,0,Q3,D
122,Q3 E,0,Q3,E
122,Q4 A,0,Q4,A
122,Q4 B,0,Q4,B
122,Q5 A,0,Q5,A
122,Q5 B,0,Q5,B
122,Q5 C,1,Q5,C
122,Q5 D,0,Q5,D
122,Q6 A,0,Q6,A
122,Q6 B,0,Q6,B
122,Q6 C,1,Q6,C
122,Q7 A,1,Q7,A
122,Q7 B,0,Q7,B
122,Q8 A,1,Q8,A
122,Q8 B,0,Q8,B
122,Q9 A,1,Q9,A
122,Q10 A,1,Q10,A
122,Q10 B,0,Q10,B
122,Q10 C,0,Q10,C
122,Q10 D,0,Q10,D
122,Q11 A,0,Q11,A
122,Q11 B,0,Q11,B
122,Q11 C,0,Q11,C
122,Q11 D,0,Q11,D
122,Q12 A,0,Q12,A
122,Q13 A,1,Q13,A
123,Q2 A,0,Q2,A
123,Q2 B,0,Q2,B
123,Q2 C,0,Q2,C
123,Q3 A,0,Q3,A
123,Q3 B,0,Q3,B
123,Q3 C,1,Q3,C
123,Q3 D,0,Q3,D
123,Q3 E,0,Q3,E
123,Q4 A,0,Q4,A
123,Q4 B,0,Q4,B
123,Q5 A,1,Q5,A
123,Q5 B,0,Q5,B
123,Q5 C,0,Q5,C
123,Q5 D,0,Q5,D
123,Q6 A,0,Q6,A
123,Q6 B,0,Q6,B
123,Q6 C,0,Q6,C
123,Q7 A,0,Q7,A
123,Q7 B,0,Q7,B
123,Q8 A,0,Q8,A
123,Q8 B,0,Q8,B
123,Q9 A,0,Q9,A
123,Q10 A,0,Q10,A
123,Q10 B,0,Q10,B
123,Q10 C,0,Q10,C
123,Q10 D,1,Q10,D
123,Q11 A,0,Q11,A
123,Q11 B,0,Q11,B
123,Q11 C,0,Q11,C
123,Q11 D,0,Q11,D
123,Q12 A,0,Q12,A
123,Q13 A,0,Q13,A
124,Q2 A,0,Q2,A
124,Q2 B,1,Q2,B
124,Q2 C,0,Q2,C
124,Q3 A,1,Q3,A
124,Q3 B,0,Q3,B
124,Q3 C,0,Q3,C
124,Q3 D,0,Q3,D
124,Q3 E,1,Q3,E
124,Q4 A,0,Q4,A
124,Q4 B,0,Q4,B
124,Q5 A,0,Q5,A
124,Q5 B,0,Q5,B
124,Q5 C,1,Q5,C
124,Q5 D,0,Q5,D
124,Q6 A,1,Q6,A
124,Q6 B,0,Q6,B
124,Q6 C,0,Q6,C
124,Q7 A,1,Q7,A
124,Q7 B,0,Q7,B
124,Q8 A,1,Q8,A
124,Q8 B,0,Q8,B
124,Q9 A,0,Q9,A
124,Q10 A,0,Q10,A
124,Q10 B,1,Q10,B
124,Q10 C,0,Q10,C
124,Q10 D,0,Q10,D
124,Q11 A,0,Q11,A
124,Q11 B,0,Q11,B
124,Q11 C,0,Q11,C
124,Q11 D,0,Q11,D
124,Q12 A,0,Q12,A
124,Q13 A,1,Q13,A
125,Q2 A,0,Q2,A
125,Q2 B,0,Q2,B
125,Q2 C,1,Q2,C
125,Q3 A,0,Q3,A
125,Q3 B,0,Q3,B
125,Q3 C,0,Q3,C
125,Q3 D,0,Q3,D
125,Q3 E,0,Q3,E
125,Q4 A,0,Q4,A
125,Q4 B,0,Q4,B
125,Q5 A,0,Q5,A
125,Q5 B,0,Q5,B
125,Q5 C,1,Q5,C
125,Q5 D,0,Q5,D
125,Q6 A,0,Q6,A
125,Q6 B,0,Q6,B
125,Q6 C,1,Q6,C
125,Q7 A,1,Q7,A
125,Q7 B,0,Q7,B
125,Q8 A,0,Q8,A
125,Q8 B,1,Q8,B
125,Q9 A,0,Q9,A
125,Q10 A,1,Q10,A
125,Q10 B,0,Q10,B
125,Q10 C,1,Q10,C
125,Q10 D,0,Q10,D
125,Q11 A,0,Q11,A
125,Q11 B,0,Q11,B
125,Q11 C,0,Q11,C
125,Q11 D,0,Q11,D
125,Q12 A,1,Q12,A
125,Q13 A,1,Q13,A
126,Q2 A,1,Q2,A
126,Q2 B,1,Q2,B
126,Q2 C,0,Q2,C
126,Q3 A,1,Q3,A
126,Q3 B,0,Q3,B
126,Q3 C,0,Q3,C
126,Q3 D,0,Q3,D
126,Q3 E,1,Q3,E
126,Q4 A,0,Q4,A
126,Q4 B,0,Q4,B
126,Q5 A,0,Q5,A
126,Q5 B,0,Q5,B
126,Q5 C,0,Q5,C
126,Q5 D,0,Q5,D
126,Q6 A,1,Q6,A
126,Q6 B,0,Q6,B
126,Q6 C,0,Q6,C
126,Q7 A,1,Q7,A
126,Q7 B,0,Q7,B
126,Q8 A,1,Q8,A
126,Q8 B,0,Q8,B
126,Q9 A,,Q9,A
126,Q10 A,,Q10,A
126,Q10 B,,Q10,B
126,Q10 C,,Q10,C
126,Q10 D,,Q10,D
126,Q11 A,,Q11,A
126,Q11 B,,Q11,B
126,Q11 C,,Q11,C
126,Q11 D,,Q11,D
126,Q12 A,,Q12,A
126,Q13 A,,Q13,A
127,Q2 A,0,Q2,A
127,Q2 B,0,Q2,B
127,Q2 C,1,Q2,C
127,Q3 A,0,Q3,A
127,Q3 B,0,Q3,B
127,Q3 C,0,Q3,C
127,Q3 D,1,Q3,D
127,Q3 E,1,Q3,E
127,Q4 A,1,Q4,A
127,Q4 B,1,Q4,B
127,Q5 A,0,Q5,A
127,Q5 B,1,Q5,B
127,Q5 C,0,Q5,C
127,Q5 D,1,Q5,D
127,Q6 A,0,Q6,A
127,Q6 B,1,Q6,B
127,Q6 C,1,Q6,C
127,Q7 A,0,Q7,A
127,Q7 B,0,Q7,B
127,Q8 A,0,Q8,A
127,Q8 B,0,Q8,B
127,Q9 A,0,Q9,A
127,Q10 A,0,Q10,A
127,Q10 B,1,Q10,B
127,Q10 C,0,Q10,C
127,Q10 D,1,Q10,D
127,Q11 A,1,Q11,A
127,Q11 B,1,Q11,B
127,Q11 C,1,Q11,C
127,Q11 D,1,Q11,D
127,Q12 A,0,Q12,A
127,Q13 A,0,Q13,A
128,Q2 A,0,Q2,A
128,Q2 B,0,Q2,B
128,Q2 C,1,Q2,C
128,Q3 A,0,Q3,A
128,Q3 B,0,Q3,B
128,Q3 C,1,Q3,C
128,Q3 D,0,Q3,D
128,Q3 E,0,Q3,E
128,Q4 A,1,Q4,A
128,Q4 B,0,Q4,B
128,Q5 A,0,Q5,A
128,Q5 B,0,Q5,B
128,Q5 C,0,Q5,C
128,Q5 D,1,Q5,D
128,Q6 A,0,Q6,A
128,Q6 B,0,Q6,B
128,Q6 C,1,Q6,C
128,Q7 A,1,Q7,A
128,Q7 B,0,Q7,B
128,Q8 A,0,Q8,A
128,Q8 B,1,Q8,B
128,Q9 A,0,Q9,A
128,Q10 A,0,Q10,A
128,Q10 B,1,Q10,B
128,Q10 C,0,Q10,C
128,Q10 D,0,Q10,D
128,Q11 A,0,Q11,A
128,Q11 B,0,Q11,B
128,Q11 C,0,Q11,C
128,Q11 D,0,Q11,D
128,Q12 A,0,Q12,A
128,Q13 A,1,Q13,A
129,Q2 A,0,Q2,A
129,Q2 B,0,Q2,B
129,Q2 C,1,Q2,C
129,Q3 A,0,Q3,A
129,Q3 B,0,Q3,B
129,Q3 C,0,Q3,C
129,Q3 D,0,Q3,D
129,Q3 E,0,Q3,E
129,Q4 A,0,Q4,A
129,Q4 B,0,Q4,B
129,Q5 A,0,Q5,A
129,Q5 B,0,Q5,B
129,Q5 C,0,Q5,C
129,Q5 D,0,Q5,D
129,Q6 A,0,Q6,A
129,Q6 B,0,Q6,B
129,Q6 C,1,Q6,C
129,Q7 A,0,Q7,A
129,Q7 B,1,Q7,B
129,Q8 A,0,Q8,A
129,Q8 B,1,Q8,B
129,Q9 A,0,Q9,A
129,Q10 A,0,Q10,A
129,Q10 B,0,Q10,B
129,Q10 C,0,Q10,C
129,Q10 D,0,Q10,D
129,Q11 A,0,Q11,A
129,Q11 B,0,Q11,B
129,Q11 C,0,Q11,C
129,Q11 D,0,Q11,D
129,Q12 A,1,Q12,A
129,Q13 A,0,Q13,A
130,Q2 A,0,Q2,A
130,Q2 B,0,Q2,B
130,Q2 C,0,Q2,C
130,Q3 A,0,Q3,A
130,Q3 B,0,Q3,B
130,Q3 C,0,Q3,C
130,Q3 D,0,Q3,D
130,Q3 E,0,Q3,E
130,Q4 A,0,Q4,A
130,Q4 B,0,Q4,B
130,Q5 A,0,Q5,A
130,Q5 B,0,Q5,B
130,Q5 C,0,Q5,C
130,Q5 D,0,Q5,D
130,Q6 A,0,Q6,A
130,Q6 B,0,Q6,B
130,Q6 C,0,Q6,C
130,Q7 A,1,Q7,A
130,Q7 B,0,Q7,B
130,Q8 A,0,Q8,A
130,Q8 B,0,Q8,B
130,Q9 A,1,Q9,A
130,Q10 A,0,Q10,A
130,Q10 B,0,Q10,B
130,Q10 C,0,Q10,C
130,Q10 D,0,Q10,D
130,Q11 A,0,Q11,A
130,Q11 B,0,Q11,B
130,Q11 C,0,Q11,C
130,Q11 D,0,Q11,D
130,Q12 A,0,Q12,A
130,Q13 A,1,Q13,A
131,Q2 A,0,Q2,A
131,Q2 B,0,Q2,B
131,Q2 C,0,Q2,C
131,Q3 A,0,Q3,A
131,Q3 B,0,Q3,B
131,Q3 C,0,Q3,C
131,Q3 D,0,Q3,D
131,Q3 E,0,Q3,E
131,Q4 A,0,Q4,A
131,Q4 B,0,Q4,B
131,Q5 A,0,Q5,A
131,Q5 B,0,Q5,B
131,Q5 C,0,Q5,C
131,Q5 D,0,Q5,D
131,Q6 A,0,Q6,A
131,Q6 B,0,Q6,B
131,Q6 C,0,Q6,C
131,Q7 A,0,Q7,A
131,Q7 B,1,Q7,B
131,Q8 A,0,Q8,A
131,Q8 B,0,Q8,B
131,Q9 A,0,Q9,A
131,Q10 A,0,Q10,A
131,Q10 B,0,Q10,B
131,Q10 C,0,Q10,C
131,Q10 D,0,Q10,D
131,Q11 A,0,Q11,A
131,Q11 B,0,Q11,B
131,Q11 C,0,Q11,C
131,Q11 D,0,Q11,D
131,Q12 A,0,Q12,A
131,Q13 A,0,Q13,A
132,Q2 A,0,Q2,A
132,Q2 B,0,Q2,B
132,Q2 C,0,Q2,C
132,Q3 A,0,Q3,A
132,Q3 B,1,Q3,B
132,Q3 C,0,Q3,C
132,Q3 D,1,Q3,D
132,Q3 E,0,Q3,E
132,Q4 A,1,Q4,A
132,Q4 B,1,Q4,B
132,Q5 A,0,Q5,A
132,Q5 B,1,Q5,B
132,Q5 C,0,Q5,C
132,Q5 D,1,Q5,D
132,Q6 A,0,Q6,A
132,Q6 B,1,Q6,B
132,Q6 C,0,Q6,C
132,Q7 A,0,Q7,A
132,Q7 B,0,Q7,B
132,Q8 A,0,Q8,A
132,Q8 B,0,Q8,B
132,Q9 A,0,Q9,A
132,Q10 A,0,Q10,A
132,Q10 B,1,Q10,B
132,Q10 C,0,Q10,C
132,Q10 D,1,Q10,D
132,Q11 A,1,Q11,A
132,Q11 B,1,Q11,B
132,Q11 C,1,Q11,C
132,Q11 D,1,Q11,D
132,Q12 A,0,Q12,A
132,Q13 A,0,Q13,A
133,Q2 A,0,Q2,A
133,Q2 B,0,Q2,B
133,Q2 C,0,Q2,C
133,Q3 A,0,Q3,A
133,Q3 B,0,Q3,B
133,Q3 C,0,Q3,C
133,Q3 D,0,Q3,D
133,Q3 E,0,Q3,E
133,Q4 A,0,Q4,A
133,Q4 B,0,Q4,B
133,Q5 A,0,Q5,A
133,Q5 B,0,Q5,B
133,Q5 C,1,Q5,C
133,Q5 D,0,Q5,D
133,Q6 A,1,Q6,A
133,Q6 B,0,Q6,B
133,Q6 C,0,Q6,C
133,Q7 A,0,Q7,A
133,Q7 B,0,Q7,B
133,Q8 A,1,Q8,A
133,Q8 B,0,Q8,B
133,Q9 A,1,Q9,A
133,Q10 A,0,Q10,A
133,Q10 B,0,Q10,B
133,Q10 C,1,Q10,C
133,Q10 D,0,Q10,D
133,Q11 A,0,Q11,A
133,Q11 B,1,Q11,B
133,Q11 C,0,Q11,C
133,Q11 D,0,Q11,D
133,Q12 A,0,Q12,A
133,Q13 A,1,Q13,A
134,Q2 A,1,Q2,A
134,Q2 B,0,Q2,B
134,Q2 C,0,Q2,C
134,Q3 A,0,Q3,A
134,Q3 B,0,Q3,B
134,Q3 C,0,Q3,C
134,Q3 D,0,Q3,D
134,Q3 E,1,Q3,E
134,Q4 A,0,Q4,A
134,Q4 B,0,Q4,B
134,Q5 A,0,Q5,A
134,Q5 B,0,Q5,B
134,Q5 C,1,Q5,C
134,Q5 D,0,Q5,D
134,Q6 A,1,Q6,A
134,Q6 B,0,Q6,B
134,Q6 C,0,Q6,C
134,Q7 A,1,Q7,A
134,Q7 B,0,Q7,B
134,Q8 A,1,Q8,A
134,Q8 B,0,Q8,B
134,Q9 A,0,Q9,A
134,Q10 A,1,Q10,A
134,Q10 B,0,Q10,B
134,Q10 C,1,Q10,C
134,Q10 D,0,Q10,D
134,Q11 A,0,Q11,A
134,Q11 B,0,Q11,B
134,Q11 C,0,Q11,C
134,Q11 D,0,Q11,D
134,Q12 A,0,Q12,A
134,Q13 A,0,Q13,A
135,Q2 A,0,Q2,A
135,Q2 B,0,Q2,B
135,Q2 C,0,Q2,C
135,Q3 A,1,Q3,A
135,Q3 B,1,Q3,B
135,Q3 C,1,Q3,C
135,Q3 D,1,Q3,D
135,Q3 E,1,Q3,E
135,Q4 A,1,Q4,A
135,Q4 B,1,Q4,B
135,Q5 A,0,Q5,A
135,Q5 B,0,Q5,B
135,Q5 C,0,Q5,C
135,Q5 D,0,Q5,D
135,Q6 A,0,Q6,A
135,Q6 B,0,Q6,B
135,Q6 C,0,Q6,C
135,Q7 A,1,Q7,A
135,Q7 B,0,Q7,B
135,Q8 A,0,Q8,A
135,Q8 B,0,Q8,B
135,Q9 A,1,Q9,A
135,Q10 A,0,Q10,A
135,Q10 B,0,Q10,B
135,Q10 C,0,Q10,C
135,Q10 D,0,Q10,D
135,Q11 A,0,Q11,A
135,Q11 B,0,Q11,B
135,Q11 C,0,Q11,C
135,Q11 D,0,Q11,D
135,Q12 A,0,Q12,A
135,Q13 A,1,Q13,A
136,Q2 A,0,Q2,A
136,Q2 B,0,Q2,B
136,Q2 C,0,Q2,C
136,Q3 A,0,Q3,A
136,Q3 B,1,Q3,B
136,Q3 C,1,Q3,C
136,Q3 D,1,Q3,D
136,Q3 E,0,Q3,E
136,Q4 A,1,Q4,A
136,Q4 B,1,Q4,B
136,Q5 A,0,Q5,A
136,Q5 B,1,Q5,B
136,Q5 C,0,Q5,C
136,Q5 D,1,Q5,D
136,Q6 A,0,Q6,A
136,Q6 B,1,Q6,B
136,Q6 C,0,Q6,C
136,Q7 A,0,Q7,A
136,Q7 B,1,Q7,B
136,Q8 A,0,Q8,A
136,Q8 B,0,Q8,B
136,Q9 A,0,Q9,A
136,Q10 A,0,Q10,A
136,Q10 B,1,Q10,B
136,Q10 C,0,Q10,C
136,Q10 D,1,Q10,D
136,Q11 A,1,Q11,A
136,Q11 B,1,Q11,B
136,Q11 C,1,Q11,C
136,Q11 D,1,Q11,D
136,Q12 A,0,Q12,A
136,Q13 A,0,Q13,A
137,Q2 A,1,Q2,A
137,Q2 B,0,Q2,B
137,Q2 C,1,Q2,C
137,Q3 A,1,Q3,A
137,Q3 B,0,Q3,B
137,Q3 C,0,Q3,C
137,Q3 D,1,Q3,D
137,Q3 E,0,Q3,E
137,Q4 A,0,Q4,A
137,Q4 B,1,Q4,B
137,Q5 A,1,Q5,A
137,Q5 B,1,Q5,B
137,Q5 C,1,Q5,C
137,Q5 D,1,Q5,D
137,Q6 A,0,Q6,A
137,Q6 B,0,Q6,B
137,Q6 C,1,Q6,C
137,Q7 A,0,Q7,A
