subj,graphid,tp,q,pt
55,Q6 B,1,Q6,B
55,Q6 C,1,Q6,C
55,Q7 A,1,Q7,A
55,Q7 B,0,Q7,B
55,Q8 A,1,Q8,A
55,Q8 B,0,Q8,B
55,Q9 A,0,Q9,A
55,Q10 A,1,Q10,A
55,Q10 B,0,Q10,B
55,Q10 C,1,Q10,C
55,Q10 D,0,Q10,D
55,Q11 A,0,Q11,A
55,Q11 B,0,Q11,B
55,Q11 C,0,Q11,C
55,Q11 D,0,Q11,D
55,Q12 A,0,Q12,A
55,Q13 A,1,Q13,A
56,Q2 A,0,Q2,A
56,Q2 B,0,Q2,B
56,Q2 C,1,Q2,C
56,Q3 A,1,Q3,A
56,Q3 B,0,Q3,B
56,Q3 C,0,Q3,C
56,Q3 D,0,Q3,D
56,Q3 E,1,Q3,E
56,Q4 A,0,Q4,A
56,Q4 B,1,Q4,B
56,Q5 A,0,Q5,A
56,Q5 B,0,Q5,B
56,Q5 C,1,Q5,C
56,Q5 D,1,Q5,D
56,Q6 A,0,Q6,A
56,Q6 B,0,Q6,B
56,Q6 C,1,Q6,C
56,Q7 A,1,Q7,A
56,Q7 B,0,Q7,B
56,Q8 A,1,Q8,A
56,Q8 B,1,Q8,B
56,Q9 A,1,Q9,A
56,Q10 A,1,Q10,A
56,Q10 B,1,Q10,B
56,Q10 C,0,Q10,C
56,Q10 D,1,Q10,D
56,Q11 A,1,Q11,A
56,Q11 B,0,Q11,B
56,Q11 C,0,Q11,C
56,Q11 D,0,Q11,D
56,Q12 A,0,Q12,A
56,Q13 A,1,Q13,A
57,Q2 A,0,Q2,A
57,Q2 B,0,Q2,B
57,Q2 C,0,Q2,C
57,Q3 A,1,Q3,A
57,Q3 B,0,Q3,B
57,Q3 C,1,Q3,C
57,Q3 D,1,Q3,D
57,Q3 E,1,Q3,E
57,Q4 A,1,Q4,A
57,Q4 B,1,Q4,B
57,Q5 A,0,Q5,A
57,Q5 B,1,Q5,B
57,Q5 C,1,Q5,C
57,Q5 D,0,Q5,D
57,Q6 A,0,Q6,A
57,Q6 B,1,Q6,B
57,Q6 C,0,Q6,C
57,Q7 A,1,Q7,A
57,Q7 B,0,Q7,B
57,Q8 A,0,Q8,A
57,Q8 B,0,Q8,B
57,Q9 A,1,Q9,A
57,Q10 A,1,Q10,A
57,Q10 B,1,Q10,B
57,Q10 C,1,Q10,C
57,Q10 D,1,Q10,D
57,Q11 A,0,Q11,A
57,Q11 B,0,Q11,B
57,Q11 C,0,Q11,C
57,Q11 D,0,Q11,D
57,Q12 A,0,Q12,A
57,Q13 A,1,Q13,A
58,Q2 A,0,Q2,A
58,Q2 B,1,Q2,B
58,Q2 C,0,Q2,C
58,Q3 A,0,Q3,A
58,Q3 B,1,Q3,B
58,Q3 C,1,Q3,C
58,Q3 D,1,Q3,D
58,Q3 E,0,Q3,E
58,Q4 A,1,Q4,A
58,Q4 B,1,Q4,B
58,Q5 A,0,Q5,A
58,Q5 B,1,Q5,B
58,Q5 C,1,Q5,C
58,Q5 D,1,Q5,D
58,Q6 A,1,Q6,A
58,Q6 B,1,Q6,B
58,Q6 C,0,Q6,C
58,Q7 A,1,Q7,A
58,Q7 B,0,Q7,B
58,Q8 A,1,Q8,A
58,Q8 B,1,Q8,B
58,Q9 A,0,Q9,A
58,Q10 A,0,Q10,A
58,Q10 B,1,Q10,B
58,Q10 C,0,Q10,C
58,Q10 D,1,Q10,D
58,Q11 A,1,Q11,A
58,Q11 B,0,Q11,B
58,Q11 C,1,Q11,C
58,Q11 D,0,Q11,D
58,Q12 A,1,Q12,A
58,Q13 A,0,Q13,A
59,Q2 A,0,Q2,A
59,Q2 B,0,Q2,B
59,Q2 C,0,Q2,C
59,Q3 A,0,Q3,A
59,Q3 B,0,Q3,B
59,Q3 C,1,Q3,C
59,Q3 D,1,Q3,D
59,Q3 E,0,Q3,E
59,Q4 A,1,Q4,A
59,Q4 B,1,Q4,B
59,Q5 A,0,Q5,A
59,Q5 B,1,Q5,B
59,Q5 C,0,Q5,C
59,Q5 D,1,Q5,D
59,Q6 A,0,Q6,A
59,Q6 B,1,Q6,B
59,Q6 C,0,Q6,C
59,Q7 A,0,Q7,A
59,Q7 B,0,Q7,B
59,Q8 A,0,Q8,A
59,Q8 B,0,Q8,B
59,Q9 A,0,Q9,A
59,Q10 A,0,Q10,A
59,Q10 B,1,Q10,B
59,Q10 C,0,Q10,C
59,Q10 D,1,Q10,D
59,Q11 A,1,Q11,A
59,Q11 B,0,Q11,B
59,Q11 C,1,Q11,C
59,Q11 D,1,Q11,D
59,Q12 A,0,Q12,A
59,Q13 A,0,Q13,A
60,Q2 A,,Q2,A
60,Q2 B,,Q2,B
60,Q2 C,,Q2,C
60,Q3 A,,Q3,A
60,Q3 B,,Q3,B
60,Q3 C,,Q3,C
60,Q3 D,,Q3,D
60,Q3 E,,Q3,E
60,Q4 A,,Q4,A
60,Q4 B,,Q4,B
60,Q5 A,,Q5,A
60,Q5 B,,Q5,B
60,Q5 C,,Q5,C
60,Q5 D,,Q5,D
60,Q6 A,,Q6,A
60,Q6 B,,Q6,B
60,Q6 C,,Q6,C
60,Q7 A,,Q7,A
60,Q7 B,,Q7,B
60,Q8 A,,Q8,A
60,Q8 B,,Q8,B
60,Q9 A,,Q9,A
60,Q10 A,,Q10,A
60,Q10 B,,Q10,B
60,Q10 C,,Q10,C
60,Q10 D,,Q10,D
60,Q11 A,,Q11,A
60,Q11 B,,Q11,B
60,Q11 C,,Q11,C
60,Q11 D,,Q11,D
60,Q12 A,,Q12,A
60,Q13 A,,Q13,A
61,Q2 A,1,Q2,A
61,Q2 B,1,Q2,B
61,Q2 C,0,Q2,C
61,Q3 A,1,Q3,A
61,Q3 B,0,Q3,B
61,Q3 C,1,Q3,C
61,Q3 D,1,Q3,D
61,Q3 E,0,Q3,E
61,Q4 A,,Q4,A
61,Q4 B,,Q4,B
61,Q5 A,,Q5,A
61,Q5 B,,Q5,B
61,Q5 C,,Q5,C
61,Q5 D,,Q5,D
61,Q6 A,,Q6,A
61,Q6 B,,Q6,B
61,Q6 C,,Q6,C
61,Q7 A,,Q7,A
61,Q7 B,,Q7,B
61,Q8 A,,Q8,A
61,Q8 B,,Q8,B
61,Q9 A,,Q9,A
61,Q10 A,,Q10,A
61,Q10 B,,Q10,B
61,Q10 C,,Q10,C
61,Q10 D,,Q10,D
61,Q11 A,,Q11,A
61,Q11 B,,Q11,B
61,Q11 C,,Q11,C
61,Q11 D,,Q11,D
61,Q12 A,,Q12,A
61,Q13 A,,Q13,A
62,Q2 A,0,Q2,A
62,Q2 B,1,Q2,B
62,Q2 C,0,Q2,C
62,Q3 A,,Q3,A
62,Q3 B,,Q3,B
62,Q3 C,,Q3,C
62,Q3 D,,Q3,D
62,Q3 E,,Q3,E
62,Q4 A,,Q4,A
62,Q4 B,,Q4,B
62,Q5 A,,Q5,A
62,Q5 B,,Q5,B
62,Q5 C,,Q5,C
62,Q5 D,,Q5,D
62,Q6 A,,Q6,A
62,Q6 B,,Q6,B
62,Q6 C,,Q6,C
62,Q7 A,,Q7,A
62,Q7 B,,Q7,B
62,Q8 A,,Q8,A
62,Q8 B,,Q8,B
62,Q9 A,,Q9,A
62,Q10 A,,Q10,A
62,Q10 B,,Q10,B
62,Q10 C,,Q10,C
62,Q10 D,,Q10,D
62,Q11 A,,Q11,A
62,Q11 B,,Q11,B
62,Q11 C,,Q11,C
62,Q11 D,,Q11,D
62,Q12 A,,Q12,A
62,Q13 A,,Q13,A
63,Q2 A,0,Q2,A
63,Q2 B,0,Q2,B
63,Q2 C,1,Q2,C
63,Q3 A,1,Q3,A
63,Q3 B,0,Q3,B
63,Q3 C,0,Q3,C
63,Q3 D,0,Q3,D
63,Q3 E,0,Q3,E
63,Q4 A,0,Q4,A
63,Q4 B,1,Q4,B
63,Q5 A,0,Q5,A
63,Q5 B,0,Q5,B
63,Q5 C,0,Q5,C
63,Q5 D,1,Q5,D
63,Q6 A,0,Q6,A
63,Q6 B,0,Q6,B
63,Q6 C,1,Q6,C
63,Q7 A,1,Q7,A
63,Q7 B,1,Q7,B
63,Q8 A,0,Q8,A
63,Q8 B,1,Q8,B
63,Q9 A,1,Q9,A
63,Q10 A,0,Q10,A
63,Q10 B,0,Q10,B
63,Q10 C,1,Q10,C
63,Q10 D,1,Q10,D
63,Q11 A,0,Q11,A
63,Q11 B,0,Q11,B
63,Q11 C,0,Q11,C
63,Q11 D,1,Q11,D
63,Q12 A,1,Q12,A
63,Q13 A,1,Q13,A
64,Q2 A,0,Q2,A
64,Q2 B,1,Q2,B
64,Q2 C,0,Q2,C
64,Q3 A,0,Q3,A
64,Q3 B,0,Q3,B
64,Q3 C,0,Q3,C
64,Q3 D,0,Q3,D
64,Q3 E,1,Q3,E
64,Q4 A,0,Q4,A
64,Q4 B,1,Q4,B
64,Q5 A,0,Q5,A
64,Q5 B,0,Q5,B
64,Q5 C,1,Q5,C
64,Q5 D,0,Q5,D
64,Q6 A,1,Q6,A
64,Q6 B,0,Q6,B
64,Q6 C,0,Q6,C
64,Q7 A,1,Q7,A
64,Q7 B,0,Q7,B
64,Q8 A,1,Q8,A
64,Q8 B,0,Q8,B
64,Q9 A,1,Q9,A
64,Q10 A,0,Q10,A
64,Q10 B,0,Q10,B
64,Q10 C,0,Q10,C
64,Q10 D,1,Q10,D
64,Q11 A,1,Q11,A
64,Q11 B,0,Q11,B
64,Q11 C,0,Q11,C
64,Q11 D,0,Q11,D
64,Q12 A,1,Q12,A
64,Q13 A,1,Q13,A
65,Q2 A,0,Q2,A
65,Q2 B,1,Q2,B
65,Q2 C,0,Q2,C
65,Q3 A,1,Q3,A
65,Q3 B,1,Q3,B
65,Q3 C,1,Q3,C
65,Q3 D,1,Q3,D
65,Q3 E,1,Q3,E
65,Q4 A,1,Q4,A
65,Q4 B,1,Q4,B
65,Q5 A,1,Q5,A
65,Q5 B,1,Q5,B
65,Q5 C,1,Q5,C
65,Q5 D,1,Q5,D
65,Q6 A,1,Q6,A
65,Q6 B,1,Q6,B
65,Q6 C,1,Q6,C
65,Q7 A,1,Q7,A
65,Q7 B,1,Q7,B
65,Q8 A,1,Q8,A
65,Q8 B,0,Q8,B
65,Q9 A,1,Q9,A
65,Q10 A,1,Q10,A
65,Q10 B,1,Q10,B
65,Q10 C,1,Q10,C
65,Q10 D,1,Q10,D
65,Q11 A,1,Q11,A
65,Q11 B,1,Q11,B
65,Q11 C,1,Q11,C
65,Q11 D,1,Q11,D
65,Q12 A,0,Q12,A
65,Q13 A,1,Q13,A
66,Q2 A,0,Q2,A
66,Q2 B,0,Q2,B
66,Q2 C,0,Q2,C
66,Q3 A,1,Q3,A
66,Q3 B,0,Q3,B
66,Q3 C,1,Q3,C
66,Q3 D,0,Q3,D
66,Q3 E,1,Q3,E
66,Q4 A,1,Q4,A
66,Q4 B,0,Q4,B
66,Q5 A,0,Q5,A
66,Q5 B,0,Q5,B
66,Q5 C,1,Q5,C
66,Q5 D,0,Q5,D
66,Q6 A,1,Q6,A
66,Q6 B,0,Q6,B
66,Q6 C,1,Q6,C
66,Q7 A,1,Q7,A
66,Q7 B,0,Q7,B
66,Q8 A,1,Q8,A
66,Q8 B,1,Q8,B
66,Q9 A,0,Q9,A
66,Q10 A,1,Q10,A
66,Q10 B,0,Q10,B
66,Q10 C,1,Q10,C
66,Q10 D,0,Q10,D
66,Q11 A,0,Q11,A
66,Q11 B,0,Q11,B
66,Q11 C,0,Q11,C
66,Q11 D,0,Q11,D
66,Q12 A,1,Q12,A
66,Q13 A,1,Q13,A
67,Q2 A,1,Q2,A
67,Q2 B,1,Q2,B
67,Q2 C,1,Q2,C
67,Q3 A,1,Q3,A
67,Q3 B,1,Q3,B
67,Q3 C,1,Q3,C
67,Q3 D,1,Q3,D
67,Q3 E,1,Q3,E
67,Q4 A,1,Q4,A
67,Q4 B,1,Q4,B
67,Q5 A,1,Q5,A
67,Q5 B,1,Q5,B
67,Q5 C,1,Q5,C
67,Q5 D,1,Q5,D
67,Q6 A,1,Q6,A
67,Q6 B,1,Q6,B
67,Q6 C,1,Q6,C
67,Q7 A,1,Q7,A
67,Q7 B,1,Q7,B
67,Q8 A,1,Q8,A
67,Q8 B,1,Q8,B
67,Q9 A,1,Q9,A
67,Q10 A,1,Q10,A
67,Q10 B,1,Q10,B
67,Q10 C,1,Q10,C
67,Q10 D,1,Q10,D
67,Q11 A,1,Q11,A
67,Q11 B,1,Q11,B
67,Q11 C,1,Q11,C
67,Q11 D,1,Q11,D
67,Q12 A,1,Q12,A
67,Q13 A,1,Q13,A
68,Q2 A,0,Q2,A
68,Q2 B,0,Q2,B
68,Q2 C,1,Q2,C
68,Q3 A,0,Q3,A
68,Q3 B,0,Q3,B
68,Q3 C,1,Q3,C
68,Q3 D,1,Q3,D
68,Q3 E,0,Q3,E
68,Q4 A,0,Q4,A
68,Q4 B,0,Q4,B
68,Q5 A,0,Q5,A
68,Q5 B,0,Q5,B
68,Q5 C,1,Q5,C
68,Q5 D,0,Q5,D
68,Q6 A,0,Q6,A
68,Q6 B,0,Q6,B
68,Q6 C,0,Q6,C
68,Q7 A,0,Q7,A
68,Q7 B,0,Q7,B
68,Q8 A,1,Q8,A
68,Q8 B,0,Q8,B
68,Q9 A,0,Q9,A
68,Q10 A,1,Q10,A
68,Q10 B,0,Q10,B
68,Q10 C,1,Q10,C
68,Q10 D,0,Q10,D
68,Q11 A,0,Q11,A
68,Q11 B,0,Q11,B
68,Q11 C,0,Q11,C
68,Q11 D,0,Q11,D
68,Q12 A,0,Q12,A
68,Q13 A,1,Q13,A
69,Q2 A,0,Q2,A
69,Q2 B,1,Q2,B
69,Q2 C,0,Q2,C
69,Q3 A,1,Q3,A
69,Q3 B,0,Q3,B
69,Q3 C,0,Q3,C
69,Q3 D,0,Q3,D
69,Q3 E,1,Q3,E
69,Q4 A,0,Q4,A
69,Q4 B,0,Q4,B
69,Q5 A,1,Q5,A
69,Q5 B,0,Q5,B
69,Q5 C,1,Q5,C
69,Q5 D,0,Q5,D
69,Q6 A,1,Q6,A
69,Q6 B,0,Q6,B
69,Q6 C,0,Q6,C
69,Q7 A,1,Q7,A
69,Q7 B,0,Q7,B
69,Q8 A,1,Q8,A
69,Q8 B,1,Q8,B
69,Q9 A,1,Q9,A
69,Q10 A,1,Q10,A
69,Q10 B,0,Q10,B
69,Q10 C,1,Q10,C
69,Q10 D,0,Q10,D
69,Q11 A,0,Q11,A
69,Q11 B,0,Q11,B
69,Q11 C,0,Q11,C
69,Q11 D,0,Q11,D
69,Q12 A,0,Q12,A
69,Q13 A,1,Q13,A
70,Q2 A,0,Q2,A
70,Q2 B,1,Q2,B
70,Q2 C,0,Q2,C
70,Q3 A,1,Q3,A
70,Q3 B,0,Q3,B
70,Q3 C,0,Q3,C
70,Q3 D,1,Q3,D
70,Q3 E,0,Q3,E
70,Q4 A,0,Q4,A
70,Q4 B,1,Q4,B
70,Q5 A,0,Q5,A
70,Q5 B,0,Q5,B
70,Q5 C,1,Q5,C
70,Q5 D,1,Q5,D
70,Q6 A,1,Q6,A
70,Q6 B,1,Q6,B
70,Q6 C,0,Q6,C
70,Q7 A,1,Q7,A
70,Q7 B,0,Q7,B
70,Q8 A,1,Q8,A
70,Q8 B,0,Q8,B
70,Q9 A,1,Q9,A
70,Q10 A,0,Q10,A
70,Q10 B,1,Q10,B
70,Q10 C,0,Q10,C
70,Q10 D,0,Q10,D
70,Q11 A,1,Q11,A
70,Q11 B,0,Q11,B
70,Q11 C,0,Q11,C
70,Q11 D,0,Q11,D
70,Q12 A,0,Q12,A
70,Q13 A,0,Q13,A
71,Q2 A,0,Q2,A
71,Q2 B,1,Q2,B
71,Q2 C,0,Q2,C
71,Q3 A,0,Q3,A
71,Q3 B,0,Q3,B
71,Q3 C,0,Q3,C
71,Q3 D,1,Q3,D
71,Q3 E,0,Q3,E
71,Q4 A,1,Q4,A
71,Q4 B,1,Q4,B
71,Q5 A,0,Q5,A
71,Q5 B,0,Q5,B
71,Q5 C,1,Q5,C
71,Q5 D,0,Q5,D
71,Q6 A,0,Q6,A
71,Q6 B,1,Q6,B
71,Q6 C,0,Q6,C
71,Q7 A,1,Q7,A
71,Q7 B,0,Q7,B
71,Q8 A,0,Q8,A
71,Q8 B,0,Q8,B
71,Q9 A,1,Q9,A
71,Q10 A,0,Q10,A
71,Q10 B,0,Q10,B
71,Q10 C,1,Q10,C
71,Q10 D,0,Q10,D
71,Q11 A,0,Q11,A
71,Q11 B,0,Q11,B
71,Q11 C,0,Q11,C
71,Q11 D,0,Q11,D
71,Q12 A,0,Q12,A
71,Q13 A,1,Q13,A
72,Q2 A,0,Q2,A
72,Q2 B,0,Q2,B
72,Q2 C,1,Q2,C
72,Q3 A,1,Q3,A
72,Q3 B,0,Q3,B
72,Q3 C,0,Q3,C
72,Q3 D,0,Q3,D
72,Q3 E,1,Q3,E
72,Q4 A,0,Q4,A
72,Q4 B,0,Q4,B
72,Q5 A,1,Q5,A
72,Q5 B,0,Q5,B
72,Q5 C,1,Q5,C
72,Q5 D,0,Q5,D
72,Q6 A,1,Q6,A
72,Q6 B,0,Q6,B
72,Q6 C,1,Q6,C
72,Q7 A,1,Q7,A
72,Q7 B,0,Q7,B
72,Q8 A,1,Q8,A
72,Q8 B,1,Q8,B
72,Q9 A,1,Q9,A
72,Q10 A,1,Q10,A
72,Q10 B,0,Q10,B
72,Q10 C,1,Q10,C
72,Q10 D,0,Q10,D
72,Q11 A,0,Q11,A
72,Q11 B,0,Q11,B
72,Q11 C,0,Q11,C
72,Q11 D,0,Q11,D
72,Q12 A,0,Q12,A
72,Q13 A,1,Q13,A
73,Q2 A,1,Q2,A
73,Q2 B,1,Q2,B
73,Q2 C,0,Q2,C
73,Q3 A,1,Q3,A
73,Q3 B,1,Q3,B
73,Q3 C,1,Q3,C
73,Q3 D,1,Q3,D
73,Q3 E,1,Q3,E
73,Q4 A,1,Q4,A
73,Q4 B,1,Q4,B
73,Q5 A,0,Q5,A
73,Q5 B,1,Q5,B
73,Q5 C,1,Q5,C
73,Q5 D,1,Q5,D
73,Q6 A,1,Q6,A
73,Q6 B,1,Q6,B
73,Q6 C,0,Q6,C
73,Q7 A,1,Q7,A
73,Q7 B,0,Q7,B
73,Q8 A,0,Q8,A
73,Q8 B,0,Q8,B
73,Q9 A,1,Q9,A
73,Q10 A,0,Q10,A
73,Q10 B,0,Q10,B
73,Q10 C,0,Q10,C
73,Q10 D,0,Q10,D
73,Q11 A,0,Q11,A
73,Q11 B,0,Q11,B
73,Q11 C,0,Q11,C
73,Q11 D,0,Q11,D
73,Q12 A,0,Q12,A
73,Q13 A,1,Q13,A
74,Q2 A,0,Q2,A
74,Q2 B,1,Q2,B
74,Q2 C,0,Q2,C
74,Q3 A,1,Q3,A
74,Q3 B,0,Q3,B
74,Q3 C,0,Q3,C
74,Q3 D,0,Q3,D
74,Q3 E,1,Q3,E
74,Q4 A,0,Q4,A
74,Q4 B,0,Q4,B
74,Q5 A,1,Q5,A
74,Q5 B,0,Q5,B
74,Q5 C,1,Q5,C
74,Q5 D,0,Q5,D
74,Q6 A,1,Q6,A
74,Q6 B,0,Q6,B
74,Q6 C,0,Q6,C
74,Q7 A,1,Q7,A
74,Q7 B,0,Q7,B
74,Q8 A,1,Q8,A
74,Q8 B,1,Q8,B
74,Q9 A,1,Q9,A
74,Q10 A,1,Q10,A
74,Q10 B,0,Q10,B
74,Q10 C,1,Q10,C
74,Q10 D,0,Q10,D
74,Q11 A,0,Q11,A
74,Q11 B,0,Q11,B
74,Q11 C,0,Q11,C
74,Q11 D,0,Q11,D
74,Q12 A,1,Q12,A
74,Q13 A,1,Q13,A
75,Q2 A,0,Q2,A
75,Q2 B,0,Q2,B
75,Q2 C,1,Q2,C
75,Q3 A,1,Q3,A
75,Q3 B,1,Q3,B
75,Q3 C,1,Q3,C
75,Q3 D,1,Q3,D
75,Q3 E,1,Q3,E
75,Q4 A,1,Q4,A
75,Q4 B,1,Q4,B
75,Q5 A,1,Q5,A
75,Q5 B,1,Q5,B
75,Q5 C,1,Q5,C
75,Q5 D,1,Q5,D
75,Q6 A,1,Q6,A
75,Q6 B,1,Q6,B
75,Q6 C,1,Q6,C
75,Q7 A,1,Q7,A
75,Q7 B,0,Q7,B
75,Q8 A,1,Q8,A
75,Q8 B,1,Q8,B
75,Q9 A,1,Q9,A
75,Q10 A,1,Q10,A
75,Q10 B,1,Q10,B
75,Q10 C,1,Q10,C
75,Q10 D,1,Q10,D
75,Q11 A,1,Q11,A
75,Q11 B,0,Q11,B
75,Q11 C,1,Q11,C
75,Q11 D,1,Q11,D
75,Q12 A,1,Q12,A
75,Q13 A,0,Q13,A
76,Q2 A,1,Q2,A
76,Q2 B,0,Q2,B
76,Q2 C,0,Q2,C
76,Q3 A,0,Q3,A
76,Q3 B,0,Q3,B
76,Q3 C,0,Q3,C
76,Q3 D,1,Q3,D
76,Q3 E,0,Q3,E
76,Q4 A,0,Q4,A
76,Q4 B,1,Q4,B
76,Q5 A,0,Q5,A
76,Q5 B,0,Q5,B
76,Q5 C,0,Q5,C
76,Q5 D,1,Q5,D
76,Q6 A,0,Q6,A
76,Q6 B,1,Q6,B
76,Q6 C,0,Q6,C
76,Q7 A,0,Q7,A
76,Q7 B,1,Q7,B
76,Q8 A,0,Q8,A
76,Q8 B,0,Q8,B
76,Q9 A,0,Q9,A
76,Q10 A,0,Q10,A
76,Q10 B,0,Q10,B
76,Q10 C,0,Q10,C
76,Q10 D,1,Q10,D
76,Q11 A,1,Q11,A
76,Q11 B,0,Q11,B
76,Q11 C,0,Q11,C
76,Q11 D,0,Q11,D
76,Q12 A,0,Q12,A
76,Q13 A,0,Q13,A
77,Q2 A,1,Q2,A
77,Q2 B,1,Q2,B
77,Q2 C,1,Q2,C
77,Q3 A,1,Q3,A
77,Q3 B,0,Q3,B
77,Q3 C,0,Q3,C
77,Q3 D,0,Q3,D
77,Q3 E,1,Q3,E
77,Q4 A,0,Q4,A
77,Q4 B,0,Q4,B
77,Q5 A,1,Q5,A
77,Q5 B,0,Q5,B
77,Q5 C,1,Q5,C
77,Q5 D,0,Q5,D
77,Q6 A,1,Q6,A
77,Q6 B,0,Q6,B
77,Q6 C,1,Q6,C
77,Q7 A,1,Q7,A
77,Q7 B,0,Q7,B
77,Q8 A,1,Q8,A
77,Q8 B,1,Q8,B
77,Q9 A,1,Q9,A
77,Q10 A,1,Q10,A
77,Q10 B,0,Q10,B
77,Q10 C,1,Q10,C
77,Q10 D,0,Q10,D
77,Q11 A,0,Q11,A
77,Q11 B,0,Q11,B
77,Q11 C,0,Q11,C
77,Q11 D,0,Q11,D
77,Q12 A,1,Q12,A
77,Q13 A,1,Q13,A
78,Q2 A,1,Q2,A
78,Q2 B,0,Q2,B
78,Q2 C,0,Q2,C
78,Q3 A,1,Q3,A
78,Q3 B,0,Q3,B
78,Q3 C,0,Q3,C
78,Q3 D,0,Q3,D
78,Q3 E,1,Q3,E
78,Q4 A,0,Q4,A
78,Q4 B,0,Q4,B
78,Q5 A,0,Q5,A
78,Q5 B,0,Q5,B
78,Q5 C,1,Q5,C
78,Q5 D,0,Q5,D
78,Q6 A,1,Q6,A
78,Q6 B,0,Q6,B
78,Q6 C,1,Q6,C
78,Q7 A,1,Q7,A
78,Q7 B,0,Q7,B
78,Q8 A,1,Q8,A
78,Q8 B,1,Q8,B
78,Q9 A,0,Q9,A
78,Q10 A,1,Q10,A
78,Q10 B,0,Q10,B
78,Q10 C,1,Q10,C
78,Q10 D,0,Q10,D
78,Q11 A,0,Q11,A
78,Q11 B,0,Q11,B
78,Q11 C,0,Q11,C
78,Q11 D,0,Q11,D
78,Q12 A,1,Q12,A
78,Q13 A,1,Q13,A
79,Q2 A,0,Q2,A
79,Q2 B,0,Q2,B
79,Q2 C,1,Q2,C
79,Q3 A,1,Q3,A
79,Q3 B,0,Q3,B
79,Q3 C,0,Q3,C
79,Q3 D,0,Q3,D
79,Q3 E,1,Q3,E
79,Q4 A,0,Q4,A
79,Q4 B,0,Q4,B
79,Q5 A,0,Q5,A
79,Q5 B,1,Q5,B
79,Q5 C,1,Q5,C
79,Q5 D,0,Q5,D
79,Q6 A,1,Q6,A
79,Q6 B,0,Q6,B
79,Q6 C,1,Q6,C
79,Q7 A,1,Q7,A
79,Q7 B,0,Q7,B
79,Q8 A,1,Q8,A
79,Q8 B,1,Q8,B
79,Q9 A,1,Q9,A
79,Q10 A,1,Q10,A
79,Q10 B,1,Q10,B
79,Q10 C,1,Q10,C
79,Q10 D,1,Q10,D
79,Q11 A,1,Q11,A
79,Q11 B,1,Q11,B
79,Q11 C,1,Q11,C
79,Q11 D,1,Q11,D
79,Q12 A,1,Q12,A
79,Q13 A,1,Q13,A
80,Q2 A,1,Q2,A
80,Q2 B,1,Q2,B
80,Q2 C,1,Q2,C
80,Q3 A,1,Q3,A
80,Q3 B,0,Q3,B
80,Q3 C,0,Q3,C
80,Q3 D,0,Q3,D
80,Q3 E,1,Q3,E
80,Q4 A,0,Q4,A
80,Q4 B,0,Q4,B
80,Q5 A,1,Q5,A
80,Q5 B,0,Q5,B
80,Q5 C,1,Q5,C
80,Q5 D,0,Q5,D
80,Q6 A,1,Q6,A
80,Q6 B,0,Q6,B
80,Q6 C,1,Q6,C
80,Q7 A,1,Q7,A
80,Q7 B,0,Q7,B
80,Q8 A,1,Q8,A
80,Q8 B,1,Q8,B
80,Q9 A,1,Q9,A
80,Q10 A,1,Q10,A
80,Q10 B,0,Q10,B
80,Q10 C,1,Q10,C
80,Q10 D,0,Q10,D
80,Q11 A,0,Q11,A
80,Q11 B,0,Q11,B
80,Q11 C,0,Q11,C
80,Q11 D,0,Q11,D
80,Q12 A,1,Q12,A
80,Q13 A,1,Q13,A
81,Q2 A,0,Q2,A
81,Q2 B,1,Q2,B
81,Q2 C,0,Q2,C
81,Q3 A,1,Q3,A
81,Q3 B,0,Q3,B
81,Q3 C,1,Q3,C
81,Q3 D,1,Q3,D
81,Q3 E,1,Q3,E
81,Q4 A,1,Q4,A
81,Q4 B,1,Q4,B
81,Q5 A,0,Q5,A
81,Q5 B,1,Q5,B
81,Q5 C,1,Q5,C
81,Q5 D,1,Q5,D
81,Q6 A,1,Q6,A
81,Q6 B,1,Q6,B
81,Q6 C,0,Q6,C
81,Q7 A,1,Q7,A
81,Q7 B,0,Q7,B
81,Q8 A,1,Q8,A
81,Q8 B,0,Q8,B
81,Q9 A,1,Q9,A
81,Q10 A,1,Q10,A
81,Q10 B,1,Q10,B
81,Q10 C,1,Q10,C
81,Q10 D,1,Q10,D
81,Q11 A,1,Q11,A
81,Q11 B,0,Q11,B
81,Q11 C,1,Q11,C
81,Q11 D,1,Q11,D
81,Q12 A,0,Q12,A
81,Q13 A,1,Q13,A
82,Q2 A,0,Q2,A
82,Q2 B,0,Q2,B
82,Q2 C,1,Q2,C
82,Q3 A,1,Q3,A
82,Q3 B,0,Q3,B
82,Q3 C,0,Q3,C
82,Q3 D,0,Q3,D
82,Q3 E,0,Q3,E
82,Q4 A,0,Q4,A
82,Q4 B,1,Q4,B
82,Q5 A,0,Q5,A
82,Q5 B,0,Q5,B
82,Q5 C,1,Q5,C
82,Q5 D,1,Q5,D
82,Q6 A,0,Q6,A
82,Q6 B,1,Q6,B
82,Q6 C,0,Q6,C
82,Q7 A,1,Q7,A
82,Q7 B,0,Q7,B
82,Q8 A,0,Q8,A
82,Q8 B,1,Q8,B
82,Q9 A,1,Q9,A
82,Q10 A,1,Q10,A
82,Q10 B,0,Q10,B
82,Q10 C,0,Q10,C
82,Q10 D,0,Q10,D
82,Q11 A,0,Q11,A
82,Q11 B,0,Q11,B
82,Q11 C,0,Q11,C
82,Q11 D,0,Q11,D
