subj,graphid,tp,q,pt,risingBefore,cannotSeeAfter,downOverall,bellOverall,complexOverall,uniBrown,expExec,tpChange,tpRate,tpDir,tpNoReturn,tellMgr,impChange,impRise,impFall,impPeriodic,numOtherTP,liwcPosemo,liwcNegemo,liwcCause,liwcFocusPre,liwcFocusFut,liwcRelativ,liwcTime
45,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q8 B,0,Q8,B,1,1,0,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q10 C,1,Q10,C,1,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q12 A,0,Q12,A,1,1,0,0,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
45,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,1,0,1,53,26,79,0,1,0,16.67,0,16.67,0,50,0
46,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q3 E,0,Q3,E,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q8 A,0,Q8,A,1,0,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
46,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,1,0,1,80,80,86,,1,0,0,0,5.26,0,26.32,5.26
47,Q2 A,0,Q2,A,1,0,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q2 B,0,Q2,B,1,0,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q2 C,1,Q2,C,1,1,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q3 A,1,Q3,A,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q3 B,0,Q3,B,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q3 C,0,Q3,C,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q3 D,1,Q3,D,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q3 E,0,Q3,E,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q4 A,0,Q4,A,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q4 B,1,Q4,B,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q5 A,0,Q5,A,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q5 B,1,Q5,B,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q5 C,1,Q5,C,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q5 D,0,Q5,D,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q6 A,0,Q6,A,1,0,0,0,,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q6 B,0,Q6,B,0,0,0,0,,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q6 C,1,Q6,C,1,1,0,0,,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q7 A,1,Q7,A,1,0,1,0,0,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q7 B,1,Q7,B,0,1,1,0,0,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q8 A,0,Q8,A,1,0,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q8 B,1,Q8,B,1,1,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q9 A,0,Q9,A,1,0,0,1,0,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q10 A,0,Q10,A,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q10 B,0,Q10,B,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q10 C,0,Q10,C,1,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q10 D,0,Q10,D,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q11 A,0,Q11,A,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q11 B,0,Q11,B,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q11 C,0,Q11,C,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q11 D,0,Q11,D,0,0,1,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q12 A,1,Q12,A,1,1,0,0,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
47,Q13 A,0,Q13,A,1,0,0,1,1,0,0,0,0,1,0,0,,100,100,,3,0,7.14,0,7.14,0,35.71,0
48,Q2 A,1,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q2 B,1,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q2 C,0,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q3 B,1,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q3 C,1,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q3 D,1,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q4 A,1,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q4 B,1,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q5 A,1,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q5 B,1,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q5 D,1,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q6 A,1,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q6 B,1,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q6 C,0,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q7 B,1,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q10 B,1,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q10 C,1,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q10 D,1,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q11 A,1,Q11,A,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q11 B,1,Q11,B,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q11 C,1,Q11,C,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q11 D,1,Q11,D,0,0,1,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
48,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,0,0,1,52,84,84,52,6,0,0,5.26,10.53,5.26,36.84,10.53
49,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q2 B,1,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q6 C,0,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q8 B,0,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q10 A,0,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
49,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,0,0,1,61,72,51,83,0,0,0,0,10,0,30,0
50,Q2 A,1,Q2,A,1,0,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q2 B,1,Q2,B,1,0,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q5 A,1,Q5,A,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q6 A,1,Q6,A,1,0,0,0,,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q10 C,1,Q10,C,1,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
50,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,1,1,1,,100,,50,0,9.52,0,9.52,19.05,4.76,19.05,9.52
51,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q3 D,1,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q3 E,0,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q4 A,1,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q4 B,1,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q5 D,1,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q7 A,0,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q8 A,0,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q8 B,0,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
51,Q10 D,1,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,100,100,100,20,0,0,0,0,12.5,0,37.5,0
